name,roast,loc_country,origin_1,origin_2,X100g_USD,rating,review_date
Guatemala Maragogype La Providencia,Medium-Light,United States,Huehuetenango,Guatemala,5.58,93,20-Feb
Espresso Nuevo,Medium,United States,Colombia,Brazil,4.39,93,21-Aug
Rwanda Mushonyi Natural,Medium-Light,United States,Rustiro District,Western Province,8.8,94,19-Feb
Peru Elvis Rafael Single-Origin Espresso,Medium,United States,El Diamante,Jaén,5.58,92,20-Jun
Colombia San Luís Gesha,Medium-Light,United States,Tolima,Colombia,8.81,94,20-Aug
Costa Rica Francisco Ruiz,Medium-Light,United States,Sabanilla De Alajuela,Central Valley,6.17,90,18-Sep
Kona Geisha Champagne Natural,Light,United States,Kealakekua,Kona,66.09,95,21-Jan
Colombia Planadas Ibague,Medium-Light,United States,Tolima Department,Colombia,7.64,93,22-Jun
ASOPCAFA Colombia,Medium-Light,United States,Huila Department,Southern Colombia,4.67,91,19-May
Gigesa Natural,Medium-Light,United States,Guji Zone,Oromia Region,5.29,95,21-Jul
Floyd Farmhouse Blend,Medium-Light,United States,Colombia,Honduras,4.11,90,20-Apr
Ecuador La Hormiga “Naty”,Light,United States,Chito,Zamora Chinchipe,6.75,93,21-Feb
Ethiopia Yirgacheffe Washed Banko Gotiti 3,Medium-Light,Taiwan,Kochere,Yirgacheffe Growing Region,3.89,94,21-Oct
Kenya Murang’a Githiga AA,Medium-Light,Taiwan,Muranga District,Central Province,5.95,94,19-May
Nyakibanda Rwanda,Medium-Light,United States,Nyakibanda,Huye,5.29,93,22-Apr
SOB Espresso,Medium,United States,Colombia,Congo,5.57,94,19-Jun
Organic Heartstrings,Medium-Light,United States,Ethiopia,Peru,5.29,92,20-Aug
Ka’u Yellow Caturra Anaerobic Natural,Medium-Light,United States,Ka’U Growing Region,Big Island Of Hawai’I,7.33,93,20-Nov
Organic Peru,Medium-Light,United States,Peru,Guatemala,4.28,92,20-Aug
Colombia Aromas de Sur,Medium-Light,United States,Huila Department,Colombia,6.76,93,22-Feb
Ethiopia Tibe Haro Uraga,Medium-Light,United States,Uraga District,Guji Zone,6.02,95,21-Jun
Ethiopia Hambela Goro,Light,United States,Guji Zone,Oromia Region,7.35,92,22-Feb
Glory Days,Medium,United States,Veracruz,Mexico,5.29,92,22-Apr
Honeyed Floral,Light,Taiwan,Guji Zone,Oromia Region,6.34,93,22-Jul
Sweet Kenya J36 Espresso,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.67,95,21-Nov
Humanitarian Grounds,Medium,United States,Nicaragua,Guatemala,4.41,92,21-Mar
Ecuador COE 1st place Arashi Typica Mejorado Washed,Light,Taiwan,Saraguro,Loja,4.52,96,22-Oct
Kona Double-Washed Black Rock Farm,Medium-Light,United States,Kona Growing Region,Big Island Of Hawai’I,5.86,92,20-Feb
Kivu DR Congo,Medium-Light,United States,Kalehe,South Kivu Province,4.97,94,19-Jan
Rukera Espresso,Medium-Light,United States,Kiambu Growing Region,South-Central Kenya,6.23,97,19-Jul
Private Reserve Panama La Huaca,Medium,United States,Renacimiento District,Chiriquí Province,4.17,88,21-Apr
Hawai’i Ka’u Typica Anaerobic Washed,Medium-Light,United States,Ka’U Growing Region,Big Island Of Hawai’I,17.59,93,20-May
Talquezalar El Salvador,Medium-Light,United States,La Palma,Chalatenango Department,4.76,92,19-Aug
Honduras Natural San Vicente Belarmino Contreras Pacas,Medium-Light,Taiwan,Santa Barbara Department,Honduras,3.89,94,22-Jun
Brazil Fazenda São Bento,Medium-Light,United States,Sul De Minas Growing Region,Minas Gerais State,5.29,93,18-May
Costa Rica SL-28 Yellow Honey Espresso,Medium-Dark,Taiwan,Central Valley,Costa Rica,18.41,95,19-Nov
Kenya Washed Kiambu Uklili AB Espresso,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,5.66,96,22-Jun
Cocaine for Coffee,Medium-Light,United States,Bolivia,Tolima Department,3.82,92,22-Feb
Panama Cantar Dorado Ruisenor,Light,Hong Kong,Chiriqui Province,Panama,39,93,21-Sep
Colombia Nariño,Medium-Light,United States,Nariño Department,Southern Colombia,3.67,91,21-Apr
Guatemala Huehuetenango,Medium,United States,Huehuetenango Growing Region,Guatemala,3.6,92,18-Nov
Colombia Finca La Loma Microlot,Medium-Light,United States,Huila,Colombia,4.85,94,20-Mar
Pamma Classic Blend Espresso,Medium,Taiwan,Ethiopia,Colombia,2.48,91,21-Jun
Finca Huixoc Maracaturra,Medium-Light,Guatemala,Huehuetenango Department,Guatemala,3.82,90,21-Dec
Brazil Legender Sitio Taquara Natural,Medium-Light,United States,Campestre,Minas Gerais State,4.08,92,22-May
Rwanda “Silverback Returns”,Medium-Dark,Taiwan,Rutsiro District,Western Rwanda,11.33,94,21-Jul
Yemen Mokha Matari,Medium-Light,United States,Bani Matar,Sana’A Governorate,8.82,93,21-Oct
Finca Santa Isabel Guatemala,Medium-Light,United States,Santa Rosa Growing Region,Guatemala,4.97,90,19-Nov
Proyecto Aurora,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,2.94,93,22-Nov
Sun Sun Sun Sun Sun Sun Sun Sun Sun Blend,Light,Taiwan,Ethiopia,Panana,5.6,93,19-Jul
Colombia Finca La Guaca Ají,Light,United States,Pitalito Municipality,Huila Department,11.46,94,22-Jun
Ethiopia Hambela Benti G1 Washed,Medium-Light,Taiwan,Guji Zone,Oromia Region,8.32,93,21-Jan
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,Medium-Light,Taiwan,Guji Zone,Southern Ethiopia,5.12,94,21-Apr
Dark Texas Twist,Medium,United States,Ethiopia,Sumatra,4.19,91,22-Jul
Sadah Kuhlani Yemen,Light,United States,Sa’Dah Governorate,Yemen,11.74,93,21-Aug
Guatemala Retiro Natural Process,Medium-Light,United States,San Martin Jilotepeque,Chimaltenango Department,4.63,94,18-Feb
Ecuador Los Eucaliptos,Medium-Light,United States,Chinchipe,Zamora Province,5.29,93,19-Mar
Kenya Washed Nyeri Hill Farm AA Top,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,5.52,96,22-Sep
Panama Esmeralda Geisha Portón Oro Yeast,Medium-Light,United States,Alto Quiel,Panama,41.12,94,19-Nov
Gedeb Espresso,Medium-Light,United States,Gedeb District,Yirgacheffe Growing Region,5.51,94,18-Apr
Costa Rica Anaerobic,Light,United States,Tarrazu,Costa Rica,5.29,93,19-Nov
Finca Cerro Azul Aces Lot,Medium-Light,United States,Guerrero State,Mexico,14.22,94,22-Sep
Organic 18 Rabbits Honduras,Medium-Light,United States,Marcala,Honduras,3.82,91,21-Nov
Colombia,Medium,United States,Salgar Municipality,Antioquia Department,3.82,90,19-May
Benti Nenqa #209 Ethiopia,Medium-Light,United States,Guji Zone,Oromia Region,5.51,94,20-Sep
Thailand Doi Pangkhon Espresso,Medium,United States,Doi Pangkhon Growing Region,Northern Thailand,4.98,91,17-Dec
Costa Rica San Gabriel SL28 Anaerobic Natural,Medium-Light,Taiwan,Mercedes Sur,Turrubares,9.6,94,22-Jul
Esmeralda Estate Panama Geisha,,England,Boquete Growing Region,Western Panama,111.11,94,22-Jul
Colombia Finca La Ilusion Rosevel Ortiz Escarpeta Natural Espresso,Medium-Light,United States,San Agustín Growing Region,Huila Department,7.05,92,18-Aug
Ethiopia Sidama Bensa Bekele,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,6.17,91,20-Dec
Espresso Blend,Medium,Taiwan,India,Brazil,1.13,92,22-Mar
Ethiopia Yirgacheffe G1,Light,Hawai'i,Yirgacheffe Growing Region,Southern Ethiopia,3.56,94,19-Mar
Finca La Maria Geisha Natural,Medium-Light,United States,Cundinamarca Department,Colombia,22.49,95,18-Apr
Bolivia Yungas Caranavi Finca Las Alasitas Peaberry,Medium-Light,Hong Kong,Caranavi Province,La Paz Department,12.72,91,19-Mar
Lugmapata Ecuador,Medium-Light,United States,Pallatanga,Chimborazo Province,7.94,95,22-Mar
Honduras Washed Amucap Espresso,Medium-Light,Taiwan,Masaguara,Intibucá Department,2.83,93,22-Oct
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,Medium,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,15.58,95,20-Dec
Kenya Thunguri AA,Medium-Light,United States,Kirinyaga District,South-Central Kenya,6.45,94,20-Oct
Indonesia Emerald Mandheling,Medium-Light,Hong Kong,Gayo (Also Aceh) Growing Region,Aceh Province,8.02,92,18-Jan
Ethiopia Guji Sakicha JH144,Medium-Light,Taiwan,Guji Zone,Oromia Region,12.52,93,21-Oct
Washed Kenya,Medium,Taiwan,Muranga County,South-Central Kenya,7.82,95,19-Oct
Ethiopia Washed Shakisso Mormora 74112,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.6,95,22-Jun
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,Light,Taiwan,Guji Zone,Oromia Region,5.82,94,21-Apr
Las Flores Colombia,Medium-Light,United States,San Isidro,Acevedo,5.88,94,21-Jun
Tanzania Gesha Peaberry,Light,United States,Ngorongoro,Tanzania,66.09,95,21-Aug
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,Medium-Light,Taiwan,Al Mahjr,Al Hayma District,14.16,95,21-Oct
Sweet Diary Espresso,Medium,Taiwan,Colombia,Ethiopia,4.93,91,20-Jul
Colombia Lagoon Java Anaerobic,Medium-Light,United States,Tolima Department,Colombia,7.35,93,21-Jul
Colombia Geisha,Medium-Light,United States,Planadas,Tolima,10.58,94,22-Aug
Colombia Antioquia Magico,Light,United States,Urrao,Antioquia Department,11.17,94,22-Jul
Tanzania Peaberry,Medium-Light,United States,Tanzania,Apaneca,4.26,93,22-Mar
SL28,Medium-Light,Hawai'i,North Kona Growing District,“Big Island” Of Hawai’I,14.55,94,21-Apr
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,Medium,Taiwan,Alishan,Taiwan,15.58,94,20-Dec
Panama Geisha,Medium-Light,United States,Jaramillo,Boquete Growing Region,17.64,92,21-Aug
El Salvador Finca Nombre de Dios Honey,Medium-Light,United States,Metapan,El Salvador,4.04,92,18-Oct
Rider Blend,Medium-Light,Taiwan,Sumatra,Colombia,7.05,91,22-Jul
Cate Natural G5,Medium-Light,Taiwan,Jimma Growing Region,Southern Ethiopia,3.2,95,19-Nov
Ethiopia Yirgacheffe Worka Gotiti Natural,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,93,19-Aug
Ethiopia Reko,Medium-Light,Canada,Yirgacheffe Growing Region,South-Central Ethiopia,3.31,92,18-Mar
Panama Hacienda La Esmeralda Gesha,Light,United States,Boquete Growing Region,Western Panama,29.39,94,21-Dec
El Salvador Finca El Cerro Pacamara Black Honey,Medium-Light,United States,El Salvador,Acatenango,5.88,93,18-Nov
Fruity Espresso Blend,Medium-Light,China,Ethiopia,Lincong,3.51,93,21-Nov
Lekali (Nepal),Medium,United States,Bhirkune Village,Nuwakot District,8.77,90,18-Mar
Chacayá Santiago Atitlán,Medium-Light,Guatemala,Lake Atitlán Growing Region,Guatemala,4.7,93,22-Nov
Bat Country Dark Roast Ethiopia,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.88,92,22-Oct
Taste Bud Travel Blend Espresso,Medium-Light,Taiwan,Brazil,Costa Rica,3.88,93,22-Oct
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,Light,Taiwan,El Guarco,Cartago Province,9.6,94,21-Jul
Ethiopia Guji Deri Korcha White Honey,Light,Taiwan,Guji Zone,Oromia Region,3.92,93,18-Mar
Organic Ethiopia Agaro-Nano Challa,Medium-Light,United States,Agaro Gera,Jimma Zone,6.75,94,20-Jun
Bean Series Ethiopia Guji Raro,Light,Taiwan,Guji Zone,Oromia Region,8,93,22-Aug
Winter Solstice Blend,Medium-Light,United States,Peru,Ethiopia,4.41,92,19-Dec
Honduras,Medium-Light,Taiwan,Santa Barbara,Honduras,5.28,93,20-Sep
Bowstring Christmas Blend,Medium,United States,Africa,Central America,5.88,92,20-Dec
Trilogy,Medium-Light,United States,Asia,Africa,4.54,92,19-Aug
Civet Yirgacheffe Sisota,Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,90.83,93,18-Jan
Las Brisas Colombia,Medium-Light,United States,Paez Region,Cauca Department,4.76,93,21-Apr
Sidama Extreme Papilio Natural,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.35,93,20-Oct
Guatemala Acetenango Gesha Lot 2,Medium-Light,United States,Acatenango,Guatemala,8.8,93,21-Jan
Baby Dragons,Medium-Light,United States,Caicedonia,Valle De Cauca Department,8.23,94,21-Jul
Colombia Cerro Azul Enano,Medium-Light,United States,Trujillo,Valle Del Cauca Department,7.64,94,22-Oct
Idido,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,4.41,93,20-Feb
Rwanda Hingakawa Women’s Co-op Fair Trade,Medium-Light,United States,Gakenke District,Northern Province,3.53,90,18-Jun
Tanzania Shimiligwanda,Light,United States,Songwe Region,Southwestern Tanzania,5.28,94,20-Nov
Finca Kusillo Bolivia,Medium-Light,United States,Caranavi,Bolivia,5.88,93,20-May
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,Medium-Light,United States,Cundinamarca Department,Central Colombia,26.46,96,19-May
L2 Love Espresso Blend,Medium-Light,Taiwan,Kenya,Tolima Department,8.53,93,19-Jul
Guatemala Santa Felisa Wild Yeast Natural Gesha,Light,Taiwan,Acatenango Growing Region,Central Guatemala,10.62,96,21-Nov
Ethiopia Hambela Natural Organic,Medium-Light,United States,Guji Zone,Oromia Region,4.41,94,19-Feb
Kona Mocca®,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,38.58,96,21-Apr
Peru Amazonas Los Santos Geisha Natural,Light,Taiwan,Utcubamba Province,Amazonas Region,13.39,95,22-May
Quattoro Mountain Blend,Medium-Dark,Japan,Colombia,Ecuador,14.11,91,21-Jul
Acatenango Pacamara Natural,Medium-Light,Taiwan,Acatenango Valley,Guatemala,9.16,92,21-Sep
Guatemala Coban Finca Valmar,Medium-Light,Taiwan,Coban,Guatemala,4.65,92,21-May
Ethiopia Nano Genji,Light,United States,Agaro Gera,Jimma Zone,7.5,95,22-Sep
Canoe Blend,Medium-Light,United States,Central America,South America,4.12,94,18-Feb
Dreadnaught Espresso,Medium,United States,Cajamarca Region,Peru,5.28,92,22-Jul
Kenya Peaberry Kericho County,Medium-Light,United States,Kericho County,Kenya,5.88,92,17-Nov
Panama Ninety Plus Perci Lot 50,Medium-Light,United States,Chiriqui Province,Far Western Panama,26.46,97,19-Jan
Winter Day Espresso Blend,Medium-Light,Taiwan,Ethiopia,Colombia,4.87,92,22-Jan
Ten Anniversary Blend,Medium-Light,United States,Gedeb District,Gedeo Zone,5,93,20-Apr
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,Medium-Light,Taiwan,Acatenango Growing Region,Central Guatemala,8.5,94,21-Oct
Rwanda Kiroero,Medium-Light,United States,Boneza,Rwanda,4.7,93,20-Apr
Ethiopia Sidama,Medium,Canada,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,3.76,94,17-Nov
Kenya Gatuyaini,Medium-Light,United States,South-Central Kenya,Bench-Maji Zone,4.85,93,18-Oct
Ka’u Giant Maragogipe,Medium-Light,Hawai'i,Ka’U Growing Region,Big Island Of Hawai'I,12.35,94,20-Jun
Guatemala Finca El General SummerEnd Espresso,Medium-Light,Taiwan,Acatenango Growing Region,Guatemala,3.19,94,21-Oct
Colombia Planadas,Medium-Light,United States,Tolima Department,Colombia,4.41,92,20-Dec
Thailand Robusta Panid Choosit Espresso,Medium,United States,Tha Sae,Chumphon,4.98,91,21-Jan
Colombia El Sauce,Medium-Light,United States,Santander,Colombia,4.1,90,18-Nov
Ethiopia Washed Botabaa G1 Lot.22/01,Light,Taiwan,Kochere District,Gedeo Zone,4.4,93,22-Sep
El Salvador La Guachocha,Medium-Light,United States,Canton Lomas De San Marcelino,Coatepeque,7.05,93,21-Mar
Ethiopia Guji Anaerobic,Medium-Light,United States,Guji Zone,Oromia Region,7.35,94,21-May
Ethiopia Guji Bishala,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.11,94,20-Aug
Gesha Village Lot #25,Medium-Light,Taiwan,Guji Zone,Oromia Region,21.24,95,18-Aug
Fruits Island,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.34,90,22-Jun
Coral,Medium-Light,Peru,Llayla District,Satipo Province,4,94,21-Jan
Guatemala El Mirador,Medium-Light,United States,Huehuetenango Department,Guatemala,5.58,93,21-Sep
Ethiopia,Medium-Light,United States,Bench-Maji Zone,Southern Ethiopia,3.97,93,18-Oct
Ethiopia Guji Uraga More Floral Kudume Washed,Light,Taiwan,Guji Zone,Oromia Region,8.8,95,22-Oct
Nicaragua La Bendicion Yellow Maracaturra Natural,Light,United States,Nueva Segovia,Nicaragua,8.79,94,21-Aug
ASOPCAFA Espresso,Medium-Light,United States,Huila Department,Southern Colombia,4.67,91,19-May
South Africa Elephant Coast Estate Coffea Racemosa,Medium-Light,United States,Kwazulu-Natal Province,South Africa,35.19,92,20-Aug
Roba Ethiopia (Chelbessa),Medium-Light,United States,Gedeb District,Gedeo Zone,5.29,93,18-Oct
Peru Finca Churupampa,Medium-Light,United States,Chirinos,San Ignacio Province,4.98,93,21-Oct
KonAroma Direct Trade Kona,Medium,United States,Kona Growing District,Big Island Of Hawaii,10.58,90,19-Mar
Ethiopia Kayon Mountain (Washed),Light,United States,Odo Shakiso District,Guji Zone,5.44,94,20-Aug
Rus & Alla Ka’u,Medium-Light,Hawai'i,Ka’U,Big Island Of Hawai’I,9.7,92,20-Apr
Ethiopia Haro Guta Natural,Light,Taiwan,Guji Zone,Oromia Region,5.66,94,20-Aug
Peaberry Blend,Medium,United States,Kona,Panama,5.29,88,19-Dec
Tanzania Ngila Estate,Medium-Light,United States,Ngila Estate,Ngorongoro Conservation Area,7.35,93,21-Sep
Ethiopia Washed Guji Dimtu Espresso,Medium-Dark,Taiwan,Guji Zone,Oromia Region,3.19,93,19-Jul
Bolivia Apolo Latin America Microlot,Medium-Light,United States,Bolivia,Nyeri Growing Region,4.7,90,21-Nov
Burundi Nkonge Hill Red Honey,Medium,United States,Kayanza Province,Burundi,4.41,93,18-Jul
Kenya Kimaruri,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.76,94,19-Aug
Mexico Chiapas Las Margaritas Pache Natural,Light,Taiwan,Las Margaritas,Chiapas State,11.33,93,22-Sep
Guatemala El Injerto Natural Legendary Gesha 7,Light,Taiwan,La Libertad,Huehuetenango Department,16.99,95,21-Oct
Costa Rica Perla Negra,Medium,United States,Sabanilla De Alajuela Growing Region,Costa Rica,4.98,95,18-Aug
Colombia Java El Edén Limited Edition,Medium-Light,United States,Tolima,Colombia,8.82,94,21-Feb
La Union (Colombia),Medium-Light,United States,Narino Department,Southern Colombia,4.54,91,18-Oct
Gelena Geisha,Medium-Light,United States,Guji Zone,Oromia Region,5.58,94,22-Jan
Guatemala Pache,Medium-Light,United States,Santa Barbara,Huehuetenango,5.29,93,21-Sep
Colombia Tres Dragones Natural,Medium-Light,United States,Caicedonia,Valle De Cauca Department,7.35,94,22-Jun
The Aurora Project,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,2.94,89,20-Oct
Suyusama Colombia,Medium-Light,United States,Narino Department,Southern Colombia,5.58,92,19-May
Yemen Port of Mokha Al-Jabal,Medium-Light,United States,Jabal Haraz,Sana’A Governorate,21.16,94,21-Oct
Brazil Peixoto Peaberry,Medium-Light,United States,Minas Gerais State,Brazil,3.63,92,21-Sep
Auromar Geisha Natural,Medium-Light,United States,Piedra Candela,Chiriqui Province,16.17,93,18-Dec
Esmeralda Estate Panama Geisha,,England,Boquete Growing Region,Western Panama,100,94,20-Nov
Kibingo Burundi,Medium-Light,United States,Kayanza Province,Northern Burundi,6.47,92,22-Apr
Kenya Wanjengi AA,Medium,Taiwan,Murang'A County,Central Kenya,8.48,92,20-Apr
Nano Challa,Medium-Light,United States,Jimma Zone,Oromia State,6.76,93,18-Nov
Panama Hacienda La Esmeralda Gesha,Medium-Light,United States,Boquete Growing Region,Western Panama,24.69,96,20-Dec
Esmeralda Estate Panama Geisha,,England,Boquete Growing Region,Western Panama,111.11,94,21-Aug
El Salvador Las Mercedes La Avila,Medium-Light,United States,Tecapa Chinameca Growing Region,El Salvador,5.29,93,20-Sep
Kenya Thaitu,Medium-Light,United States,Nakuru County,South-Central Kenya,6.47,95,17-Dec
Reina de la Asuncion Ecuador,Medium-Light,United States,Congonama,Loja Region,5.81,93,21-Apr
Costa Rica Cumbres Del Poas “Perla Negra” Natural,Medium-Light,United States,Sabanilla De Alajuela Growing Region,Costa Rica,5.29,94,18-Aug
Lone Peak Cafe Series Blend,Medium,United States,El Salvador,Costa Rica,5.14,92,22-Jul
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,Light,Japan,San Augustín,Huila Department,12.1,96,21-Nov
New Wave Blend,Medium-Light,United States,Colombia,Ethiopia,5,93,22-Feb
Tinamit Tolimán,Medium-Light,Guatemala,San Lucas Tolimán,Lake Atitlán Growing Region,4.7,93,22-Nov
Firebird Espresso,Medium-Light,United States,Brazil,Costa Rica,4.12,93,18-Feb
Ethiopia Lecho Torka,Medium-Light,United States,Guji Zone,Oromia Region,5.88,92,21-Nov
Candelilla Geisha Natural,Light,United States,Tarrazu Growing Region,Costa Rica,9.48,95,21-Sep
Ethiopia Yirgacheffe Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,94,18-Sep
Ethiopia Hambela Yellow Honey James Selection,Light,Taiwan,Guji Zone,Oromia Region,5.81,95,21-Aug
Blend No.7 Berrichee,Medium-Light,Taiwan,Ethiopia,Colombia,6.72,95,21-May
Papua New Guinea Baroida Honey,Medium-Light,Canada,Kainantu District,Eastern Highlands Province,4.65,92,21-Apr
Ethiopia Honey Yirgacheffe Koke,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,6.47,93,21-Jan
Ethiopia Gatame Muka Natural,Medium-Light,United States,Odo Shakiso District,Guji Zone,5.29,93,20-Aug
Alishan Taiwan,Medium-Light,Taiwan,Alishan,Taiwan,20.22,90,21-Sep
Honduras Los Amigos,Medium-Light,United States,El Soccoro,Honduras,4.7,93,21-Apr
Amazon Haze,Medium,Canada,Guatemala,Rwanda,5,86,20-Aug
Congo Square,Medium-Light,United States,South Kivu Growing Region,Democratic Republic Of The Congo,5.88,94,21-Jun
ASOPAP Colombia,Medium-Light,United States,Planadas,Southern Tolima Growing Region,4.67,90,19-Jan
Hunapu Natural Guatemala,Medium-Light,United States,Antigua,Guatemala,5.58,94,22-Jan
Peru Tambopata,Medium,United States,Puno,Sandia Valley,5.58,93,21-Feb
Burundi Kibingo,Light,United States,Kayanza Province,Northern Burundi,6.17,92,20-Mar
Bella Carmona Guatemala,Medium-Light,United States,Antigua Growing Region,Guatemala,5,93,22-Aug
Rwanda Gatare Natural,Medium-Light,United States,Western Province,Rwanda,5.29,93,22-May
Throwback Blend,Medium-Light,United States,Colombia,Kenya,4.04,92,18-Feb
Taiwan Geisha Honey,Light,United States,Alishan,Taiwan,57.28,94,20-Oct
“Double A Train” Kenya Kabunyeria AA,Medium-Light,United States,Kericho County,Rift Valley Region,5.88,92,20-Nov
Ethiopia Yirgacheffe Awassa,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.28,93,19-Jan
Kenya Nyeri Yerihar AA Top Lot 21/01,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,6.55,94,22-May
Tanzania Ngila Estate SL28,Light,United States,Ngorogoro,Tanzania,7.33,95,21-Jun
Ethiopia Yetagesu Bulebula,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.14,93,20-Feb
Ethiopia FTO,Medium-Light,United States,Ethiopia,Yirgacheffe Growing Region,5.29,92,20-Feb
Ethiopia Sidama Anaerobic,Medium-Light,United States,Sidama (Also Sidamo) Region,Ethiopia,5.81,94,20-Feb
Session Blend,Medium-Light,United States,Guatemala,Ethiopia,5.14,93,22-Feb
Ethiopia Gora Kone Sidamo,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,92,21-Nov
Ethiopia Yirgacheffe Konga Natural,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,4.93,93,22-Apr
Ethiopia Sidamo Washed,Medium-Light,Taiwan,Bombe Village,Bensa District,9.24,93,22-Aug
Costa Rica La Toboba Red Honey,Medium-Light,United States,Tarrazú,Costa Rica,7.35,93,22-Oct
Sumatra Aceh Gayo Mountain Kenawat Raisin Honey,Medium-Light,Taiwan,Gayo (Also Aceh) Growing Region,Aceh Province,6.8,93,19-Apr
Ethiopia Yirgacheffe Botabaa Washed G1 21/01,Medium-Light,Taiwan,Ochere Woreda,Gedeo Zone,4.11,94,21-Aug
Colombia Finca El Caucho Pink Bourbon,Light,United States,Huila,Colombia,9.96,95,21-Feb
Guatemala Maravillas,Medium-Light,United States,Quiché,Northern Guatemala,4.12,88,20-Mar
Diima #9 Ethiopia Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,7.35,93,17-Dec
BNT Espresso Blend,Medium-Light,Taiwan,Ethiopia,Guatemala,4.93,94,21-Nov
Ethiopia Hambela Natural,Medium-Light,Taiwan,Oromia,Southern Ethiopia,9.67,91,19-Nov
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,Medium-Light,Taiwan,Cauca Department,Colombia,8.32,95,22-Oct
Guatemala Finca El General BlackLand Lot,Medium,Taiwan,Acatenango Growing Region,Central Guatemala,2.55,92,19-May
Ethiopia Suke Quto,Medium-Light,United States,Guji Zone,Oromia Region,4.7,93,20-Aug
Haitian Blue Zombie Desert,Medium-Light,United States,Savane Zombie,Haiti,4.41,92,21-Aug
Jacmel Haiti,Medium-Light,United States,Thiotte,Haiti,6.61,90,20-Aug
Ethiopia Natural Guji Morel Floral Kudume,Light,Taiwan,Guji Zone,Oromia Region,3.89,92,22-Oct
Guatemala-Ethiopia Espresso Blend,Medium-Light,Taiwan,Ethiopia,Guatemala,5.69,93,19-Jul
Ethiopia Dimtu,Medium-Light,United States,Hambela Wamena District,Guji Zone,6.17,95,20-Feb
Chelchele Ethiopia,Medium-Light,United States,Gedeb District,Gedeo Zone,5.58,94,22-Jul
Ethiopia Hambela Tetsu Process,Light,China,Guji Zone,Oromia Region,22.53,90,21-Dec
Burundi Dukorerikawa Natural,Medium-Light,United States,Bururi Growing Region,Burundi,4.7,93,19-Jun
Sweet Waves Espresso,Medium,Hawai'i,Holualoa,North Kona Growing District,10.14,93,22-Sep
Finca El Socorro Maracaturra,Medium-Light,United States,Palencia,Fraijanes Plateau Growing Region,6.61,95,18-Sep
Ethiopia Uraga Washed G1,Medium-Light,United States,Guji Zone,Oromia Region,5.28,94,21-May
Colombia Planadas Tolima,Light,United States,Tolima Department,Colombia,6.76,93,21-Nov
DR Congo Virunga Organic,Medium-Light,United States,Kirumba,North Kivu Province,5,93,17-Dec
Ethiopia Limu Nano Challa Lot #10,Medium-Light,United States,Jimma Zone,Oromia State,5.73,94,19-Sep
Mario Aguilar Grand Cru El Salvador,Medium,United States,Chalatenango Department,Northwestern El Salvador,7.35,91,19-Aug
Esmeralda Estate Porton Geisha Natural,Medium-Light,United States,Boquete Growing Region,Western Panama,33.07,96,18-Oct
Yemen Mocha Khulani,Medium-Light,United States,Sana’A Growing Region,Yemen,15.43,93,21-Jul
Ethiopia Yirgacheffe Adorsi G1,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,6.37,93,22-Feb
